match_id,round,date,avg_minutes_game,avg_seconds_point,avg_minutes_set,tournament,year,match_minutes
m_2000_U_55,1st Round,2000-08-28,3.84,35.5,42.3,US Open,2000,169.0
m_2000_U_56,1st Round,2000-08-28,4.18,37.2,47.3,US Open,2000,142.0
m_2000_U_57,1st Round,2000-08-28,4.17,41.9,41.7,US Open,2000,125.0
m_2000_U_58,1st Round,2000-08-28,4.19,37.9,37.7,US Open,2000,113.0
m_2000_U_59,1st Round,2000-08-28,3.7,38.7,37.0,US Open,2000,111.0
m_2000_U_60,1st Round,2000-08-28,4.07,35.7,40.7,US Open,2000,122.0
m_2000_U_61,1st Round,2000-08-28,3.7,36.2,28.3,US Open,2000,85.0
m_2000_U_62,1st Round,2000-08-28,3.16,32.5,32.7,US Open,2000,98.0
m_2000_U_63,1st Round,2000-08-28,3.22,35.8,24.7,US Open,2000,74.0
m_2000_U_64,2nd Round,2000-08-28,4.21,36.3,41.0,US Open,2000,164.0
m_2000_U_65,2nd Round,2000-08-28,3.65,37.3,36.5,US Open,2000,146.0
m_2000_U_66,2nd Round,2000-08-28,4.16,39.5,43.0,US Open,2000,129.0
m_2000_U_67,2nd Round,2000-08-28,3.78,35.4,34.0,US Open,2000,102.0
m_2000_U_68,2nd Round,2000-08-28,4.13,40.0,41.3,US Open,2000,124.0
m_2000_U_69,2nd Round,2000-08-28,3.6,35.5,30.0,US Open,2000,90.0
m_2000_U_70,2nd Round,2000-08-28,3.54,33.5,30.7,US Open,2000,92.0
m_2000_U_71,2nd Round,2000-08-28,4.24,41.1,38.2,US Open,2000,191.0
m_2000_U_72,2nd Round,2000-08-28,4.47,41.1,48.0,US Open,2000,192.0
m_2000_U_73,2nd Round,2000-08-28,4.53,42.5,45.3,US Open,2000,136.0
m_2000_U_74,2nd Round,2000-08-28,4.35,41.7,41.8,US Open,2000,209.0
m_2000_U_75,2nd Round,2000-08-28,4.15,35.0,35.3,US Open,2000,141.0
m_2000_U_76,2nd Round,2000-08-28,3.74,37.9,33.7,US Open,2000,101.0
m_2000_U_77,2nd Round,2000-08-28,3.53,32.1,37.7,US Open,2000,113.0
m_2000_U_78,2nd Round,2000-08-28,3.5,33.4,32.7,US Open,2000,98.0
m_2000_U_79,2nd Round,2000-08-28,4.0,37.9,40.0,US Open,2000,120.0
m_2000_U_80,2nd Round,2000-08-28,3.88,33.3,40.8,US Open,2000,163.0
m_2000_U_81,2nd Round,2000-08-28,3.96,40.4,34.3,US Open,2000,103.0
m_2000_U_82,2nd Round,2000-08-28,3.96,39.1,35.7,US Open,2000,107.0
m_2000_U_83,2nd Round,2000-08-28,4.06,35.0,43.3,US Open,2000,130.0
m_2000_U_84,2nd Round,2000-08-28,4.04,41.9,37.7,US Open,2000,113.0
m_2000_U_85,2nd Round,2000-08-28,3.56,35.8,32.0,US Open,2000,96.0
m_2000_U_86,2nd Round,2000-08-28,3.95,38.2,38.5,US Open,2000,154.0
m_2000_U_87,2nd Round,2000-08-28,4.11,41.1,38.3,US Open,2000,115.0
m_2000_U_88,2nd Round,2000-08-28,3.44,33.3,35.3,US Open,2000,141.0
m_2000_U_89,2nd Round,2000-08-28,3.84,35.9,36.5,US Open,2000,146.0
m_2000_U_90,2nd Round,2000-08-28,4.33,37.7,45.0,US Open,2000,225.0
m_2000_U_91,2nd Round,2000-08-28,3.36,34.7,35.3,US Open,2000,141.0
m_2000_U_92,2nd Round,2000-08-28,4.09,42.2,37.6,US Open,2000,188.0
m_2000_U_93,2nd Round,2000-08-28,3.72,41.0,31.0,US Open,2000,93.0
m_2000_U_94,2nd Round,2000-08-28,3.75,34.2,30.0,US Open,2000,90.0
m_2000_U_95,2nd Round,2000-08-28,4.3,37.9,43.0,US Open,2000,129.0
m_2000_U_96,3rd Round,2000-08-28,3.5,37.7,32.2,US Open,2000,161.0
m_2000_U_97,3rd Round,2000-08-28,4.68,45.5,43.3,US Open,2000,173.0
m_2000_U_98,3rd Round,2000-08-28,3.67,32.0,40.3,US Open,2000,121.0
m_2000_U_99,3rd Round,2000-08-28,4.02,36.3,43.3,US Open,2000,173.0
m_2000_U_100,3rd Round,2000-08-28,4.04,38.2,36.3,US Open,2000,109.0
m_2000_U_101,3rd Round,2000-08-28,3.93,33.0,38.0,US Open,2000,114.0
m_2000_U_102,3rd Round,2000-08-28,4.14,38.2,43.5,US Open,2000,174.0
m_2000_U_103,3rd Round,2000-08-28,4.13,43.9,42.7,US Open,2000,128.0
m_2000_U_104,3rd Round,2000-08-28,3.72,36.8,39.4,US Open,2000,197.0
m_2000_U_105,3rd Round,2000-08-28,3.81,39.9,35.3,US Open,2000,141.0
m_2000_U_106,3rd Round,2000-08-28,4.0,37.2,38.7,US Open,2000,116.0
m_2000_U_107,3rd Round,2000-08-28,4.61,43.3,47.3,US Open,2000,189.0
m_2000_U_108,3rd Round,2000-08-28,4.64,41.8,49.2,US Open,2000,246.0
m_2000_U_109,3rd Round,2000-08-28,2.92,32.1,38.0,US Open,2000,38.0
m_2000_U_110,3rd Round,2000-08-28,4.1,37.7,41.0,US Open,2000,205.0
m_2000_U_111,3rd Round,2000-08-28,3.7,37.5,40.7,US Open,2000,122.0
m_2000_U_112,4th Round,2000-08-28,3.94,38.7,35.5,US Open,2000,142.0
m_2000_U_113,4th Round,2000-08-28,3.96,43.1,35.7,US Open,2000,107.0
m_2000_U_114,4th Round,2000-08-28,3.73,35.9,38.3,US Open,2000,153.0
m_2000_U_115,4th Round,2000-08-28,5.0,41.4,45.0,US Open,2000,180.0
m_2000_U_116,4th Round,2000-08-28,3.97,34.8,38.3,US Open,2000,115.0
m_2000_U_117,4th Round,2000-08-28,5.04,37.2,51.4,US Open,2000,257.0
m_2000_U_118,4th Round,2000-08-28,3.61,33.2,27.7,US Open,2000,83.0
m_2000_U_119,4th Round,2000-08-28,3.6,33.4,36.0,US Open,2000,108.0
m_2000_U_120,Quarterfinals,2000-08-28,4.15,40.5,37.3,US Open,2000,112.0
m_2000_U_121,Quarterfinals,2000-08-28,3.68,38.2,37.8,US Open,2000,151.0
m_2000_U_122,Quarterfinals,2000-08-28,4.28,38.1,46.0,US Open,2000,184.0
m_2000_U_123,Quarterfinals,2000-08-28,3.58,35.6,35.8,US Open,2000,143.0
m_2000_U_124,Semifinals,2000-08-28,4.15,37.7,45.7,US Open,2000,137.0
m_2000_U_125,Semifinals,2000-08-28,4.59,38.7,52.0,US Open,2000,156.0
m_2000_U_126,The Final,2000-08-28,3.5,36.5,32.7,US Open,2000,98.0
m_2019_W_0,1st Round,2019-01-07,4.72,42.9,47.2,Wimbledon,2019,236.0
m_2019_W_1,1st Round,2019-01-07,3.93,39.5,35.3,Wimbledon,2019,106.0
m_2019_W_2,1st Round,2019-01-07,3.36,37.4,31.3,Wimbledon,2019,94.0
m_2019_W_3,1st Round,2019-01-07,3.46,34.0,30.0,Wimbledon,2019,90.0
m_2019_W_4,1st Round,2019-01-07,3.86,36.0,36.0,Wimbledon,2019,108.0
m_2019_W_5,1st Round,2019-01-07,3.48,33.5,29.0,Wimbledon,2019,87.0
m_2019_W_6,1st Round,2019-01-07,5.07,41.5,45.7,Wimbledon,2019,137.0
m_2019_W_7,1st Round,2019-01-07,4.25,38.6,46.8,Wimbledon,2019,187.0
m_2019_W_8,1st Round,2019-01-07,3.93,34.2,36.7,Wimbledon,2019,110.0
m_2019_W_9,1st Round,2019-01-07,3.85,36.1,33.3,Wimbledon,2019,100.0
m_2019_W_10,1st Round,2019-01-07,3.97,37.0,35.8,Wimbledon,2019,143.0
m_2019_W_11,1st Round,2019-01-07,4.28,42.5,41.8,Wimbledon,2019,167.0
m_2019_W_12,1st Round,2019-01-07,4.1,41.9,41.0,Wimbledon,2019,123.0
m_2019_W_13,1st Round,2019-01-07,3.52,36.0,27.0,Wimbledon,2019,81.0
m_2019_W_14,1st Round,2019-01-07,4.06,38.5,40.6,Wimbledon,2019,203.0
m_2019_W_15,1st Round,2019-01-07,4.05,40.2,43.5,Wimbledon,2019,174.0
m_2019_W_16,1st Round,2019-01-07,3.88,35.7,37.2,Wimbledon,2019,186.0
m_2019_W_17,1st Round,2019-01-07,3.16,35.2,33.7,Wimbledon,2019,101.0
m_2019_W_18,1st Round,2019-01-07,3.5,34.3,37.3,Wimbledon,2019,112.0
m_2019_W_19,1st Round,2019-01-07,3.87,39.2,37.8,Wimbledon,2019,151.0
m_2019_W_20,1st Round,2019-01-07,3.95,34.6,38.5,Wimbledon,2019,154.0
m_2019_W_21,1st Round,2019-01-07,3.6,38.1,36.0,Wimbledon,2019,108.0
m_2019_W_22,1st Round,2019-01-07,3.88,37.6,42.7,Wimbledon,2019,128.0
m_2019_W_23,1st Round,2019-01-07,4.0,36.3,42.0,Wimbledon,2019,168.0
m_2019_W_24,1st Round,2019-01-07,4.3,37.5,49.5,Wimbledon,2019,198.0
m_2019_W_25,1st Round,2019-01-07,4.09,38.1,34.8,Wimbledon,2019,139.0
m_2019_W_26,1st Round,2019-01-07,3.6,36.4,36.0,Wimbledon,2019,108.0
m_2019_W_27,1st Round,2019-01-07,3.96,36.3,35.6,Wimbledon,2019,178.0
m_2019_W_28,1st Round,2019-01-07,4.5,40.7,45.0,Wimbledon,2019,135.0
m_2019_W_29,1st Round,2019-01-07,4.88,43.1,52.0,Wimbledon,2019,156.0
m_2019_W_30,1st Round,2019-01-07,3.67,38.8,36.7,Wimbledon,2019,110.0
m_2019_W_31,1st Round,2019-01-07,3.76,36.7,31.0,Wimbledon,2019,124.0
m_2019_W_32,1st Round,2019-02-07,4.36,36.6,40.7,Wimbledon,2019,122.0
m_2019_W_33,1st Round,2019-02-07,4.47,39.4,44.7,Wimbledon,2019,134.0
m_2019_W_34,1st Round,2019-02-07,4.06,40.4,43.3,Wimbledon,2019,130.0
m_2019_W_35,1st Round,2019-02-07,4.0,37.3,41.6,Wimbledon,2019,208.0
m_2019_W_36,1st Round,2019-02-07,4.15,39.1,37.3,Wimbledon,2019,112.0
m_2019_W_37,1st Round,2019-02-07,4.48,39.7,41.2,Wimbledon,2019,206.0
m_2019_W_38,1st Round,2019-02-07,4.14,38.7,38.7,Wimbledon,2019,116.0
m_2019_W_39,1st Round,2019-02-07,4.63,40.2,44.0,Wimbledon,2019,176.0
m_2019_W_40,1st Round,2019-02-07,3.82,36.3,37.3,Wimbledon,2019,149.0
m_2019_W_41,1st Round,2019-02-07,5.24,42.0,50.7,Wimbledon,2019,152.0
m_2019_W_42,1st Round,2019-02-07,4.43,34.8,41.3,Wimbledon,2019,124.0
m_2019_W_43,1st Round,2019-02-07,4.14,36.1,43.5,Wimbledon,2019,174.0
m_2019_W_44,1st Round,2019-02-07,4.08,36.2,38.8,Wimbledon,2019,155.0
m_2019_W_45,1st Round,2019-02-07,3.9,38.0,41.0,Wimbledon,2019,164.0
m_2019_W_46,1st Round,2019-02-07,3.47,37.6,27.8,Wimbledon,2019,111.0
m_2019_W_47,1st Round,2019-02-07,3.64,39.5,32.8,Wimbledon,2019,131.0
m_2019_W_48,1st Round,2019-02-07,2.32,27.8,19.3,Wimbledon,2019,58.0
m_2019_W_49,1st Round,2019-02-07,3.26,33.4,29.3,Wimbledon,2019,88.0
m_2019_W_50,1st Round,2019-02-07,3.24,33.0,31.3,Wimbledon,2019,94.0
m_2019_W_51,1st Round,2019-02-07,3.58,35.0,32.3,Wimbledon,2019,129.0
m_2019_W_52,1st Round,2019-02-07,4.13,37.8,42.7,Wimbledon,2019,128.0
m_2019_W_53,1st Round,2019-02-07,4.84,44.8,40.3,Wimbledon,2019,121.0
m_2019_W_54,1st Round,2019-02-07,3.67,36.2,33.0,Wimbledon,2019,99.0
m_2019_W_55,1st Round,2019-02-07,3.98,38.8,40.6,Wimbledon,2019,203.0
m_2019_W_56,1st Round,2019-02-07,4.33,39.2,39.0,Wimbledon,2019,117.0
m_2019_W_57,1st Round,2019-02-07,3.0,29.2,27.8,Wimbledon,2019,111.0
m_2019_W_58,1st Round,2019-02-07,4.38,40.7,46.0,Wimbledon,2019,184.0
m_2019_W_59,1st Round,2019-02-07,5.09,43.4,56.0,Wimbledon,2019,168.0
m_2019_W_60,1st Round,2019-02-07,3.95,38.8,38.5,Wimbledon,2019,154.0
m_2019_W_61,1st Round,2019-02-07,3.81,38.7,39.3,Wimbledon,2019,118.0
m_2019_W_62,1st Round,2019-02-07,4.0,35.6,34.0,Wimbledon,2019,136.0
m_2019_W_63,1st Round,2019-02-07,3.72,33.4,36.0,Wimbledon,2019,108.0
m_2019_W_64,2nd Round,2019-03-07,4.21,40.8,44.3,Wimbledon,2019,177.0
m_2019_W_65,2nd Round,2019-03-07,4.18,35.8,46.0,Wimbledon,2019,92.0
m_2019_W_66,2nd Round,2019-03-07,3.51,37.7,38.6,Wimbledon,2019,193.0
m_2019_W_67,2nd Round,2019-03-07,3.6,36.7,37.4,Wimbledon,2019,187.0
m_2019_W_68,2nd Round,2019-03-07,3.87,37.4,37.8,Wimbledon,2019,151.0
m_2019_W_69,2nd Round,2019-03-07,3.74,36.1,33.7,Wimbledon,2019,101.0
m_2019_W_70,2nd Round,2019-03-07,4.38,39.0,43.8,Wimbledon,2019,175.0
m_2019_W_71,2nd Round,2019-03-07,4.25,39.9,51.0,Wimbledon,2019,153.0
m_2019_W_72,2nd Round,2019-03-07,4.04,36.7,46.5,Wimbledon,2019,93.0
m_2019_W_73,2nd Round,2019-03-07,4.37,44.5,44.6,Wimbledon,2019,223.0
m_2019_W_74,2nd Round,2019-03-07,3.9,38.6,41.0,Wimbledon,2019,164.0
m_2019_W_75,2nd Round,2019-03-07,4.43,40.2,43.4,Wimbledon,2019,217.0
m_2019_W_76,2nd Round,2019-03-07,4.68,41.3,53.0,Wimbledon,2019,159.0
m_2019_W_77,2nd Round,2019-03-07,4.92,41.7,45.5,Wimbledon,2019,182.0
m_2019_W_78,2nd Round,2019-03-07,4.59,43.1,44.8,Wimbledon,2019,179.0
m_2019_W_79,2nd Round,2019-03-07,3.72,37.4,31.0,Wimbledon,2019,93.0
m_2019_W_80,2nd Round,2019-04-07,4.19,40.3,40.2,Wimbledon,2019,201.0
m_2019_W_81,2nd Round,2019-04-07,5.29,39.9,42.3,Wimbledon,2019,127.0
m_2019_W_82,2nd Round,2019-04-07,3.65,31.3,31.7,Wimbledon,2019,95.0
m_2019_W_83,2nd Round,2019-04-07,3.14,31.4,33.8,Wimbledon,2019,135.0
m_2019_W_84,2nd Round,2019-04-07,5.03,41.5,48.7,Wimbledon,2019,146.0
m_2019_W_85,2nd Round,2019-04-07,3.78,37.0,37.0,Wimbledon,2019,185.0
m_2019_W_86,2nd Round,2019-04-07,4.15,45.0,36.0,Wimbledon,2019,108.0
m_2019_W_87,2nd Round,2019-04-07,4.4,40.6,44.0,Wimbledon,2019,132.0
m_2019_W_88,2nd Round,2019-04-07,3.53,37.2,35.3,Wimbledon,2019,106.0
m_2019_W_89,2nd Round,2019-04-07,3.56,36.2,32.0,Wimbledon,2019,96.0
m_2019_W_90,2nd Round,2019-04-07,3.34,32.5,32.3,Wimbledon,2019,97.0
m_2019_W_91,2nd Round,2019-04-07,4.56,43.8,45.6,Wimbledon,2019,228.0
m_2019_W_92,2nd Round,2019-04-07,4.27,38.4,43.6,Wimbledon,2019,218.0
m_2019_W_93,2nd Round,2019-04-07,4.38,46.6,46.0,Wimbledon,2019,184.0
m_2019_W_94,2nd Round,2019-04-07,3.64,37.5,34.0,Wimbledon,2019,102.0
m_2019_W_95,2nd Round,2019-04-07,4.19,36.1,37.7,Wimbledon,2019,113.0
m_2019_W_96,3rd Round,2019-05-07,3.78,38.0,34.0,Wimbledon,2019,102.0
m_2019_W_97,3rd Round,2019-05-07,3.67,35.7,41.3,Wimbledon,2019,165.0
m_2019_W_98,3rd Round,2019-05-07,4.04,41.1,37.7,Wimbledon,2019,113.0
m_2019_W_99,3rd Round,2019-05-07,4.97,43.0,51.3,Wimbledon,2019,154.0
m_2019_W_100,3rd Round,2019-05-07,4.4,41.0,42.2,Wimbledon,2019,211.0
m_2019_W_101,3rd Round,2019-05-07,4.39,40.4,45.0,Wimbledon,2019,180.0
m_2019_W_102,3rd Round,2019-05-07,4.34,40.1,46.3,Wimbledon,2019,139.0
m_2019_W_103,3rd Round,2019-05-07,4.19,42.4,43.3,Wimbledon,2019,130.0
m_2019_W_104,3rd Round,2019-06-07,4.07,37.5,36.7,Wimbledon,2019,110.0
m_2019_W_105,3rd Round,2019-06-07,3.42,33.4,37.7,Wimbledon,2019,113.0
m_2019_W_106,3rd Round,2019-06-07,4.93,39.3,49.3,Wimbledon,2019,148.0
m_2019_W_107,3rd Round,2019-06-07,4.6,38.4,49.5,Wimbledon,2019,198.0
m_2019_W_108,3rd Round,2019-06-07,4.71,41.6,51.8,Wimbledon,2019,259.0
m_2019_W_109,3rd Round,2019-06-07,4.32,45.0,36.0,Wimbledon,2019,108.0
m_2019_W_110,3rd Round,2019-06-07,3.94,36.3,42.0,Wimbledon,2019,126.0
m_2019_W_111,3rd Round,2019-06-07,4.54,42.5,47.2,Wimbledon,2019,236.0
m_2019_W_112,4th Round,2019-08-07,4.59,42.1,44.8,Wimbledon,2019,179.0
m_2019_W_113,4th Round,2019-08-07,4.38,46.0,35.0,Wimbledon,2019,105.0
m_2019_W_114,4th Round,2019-08-07,3.86,35.0,37.3,Wimbledon,2019,112.0
m_2019_W_115,4th Round,2019-08-07,3.85,36.0,44.3,Wimbledon,2019,177.0
m_2019_W_116,4th Round,2019-08-07,3.92,40.5,34.0,Wimbledon,2019,102.0
m_2019_W_117,4th Round,2019-08-07,4.11,41.5,44.4,Wimbledon,2019,222.0
m_2019_W_118,4th Round,2019-08-07,4.41,40.4,40.8,Wimbledon,2019,163.0
m_2019_W_119,4th Round,2019-08-07,3.22,37.3,24.7,Wimbledon,2019,74.0
m_2019_W_120,Quarterfinals,2019-10-07,4.88,44.2,39.0,Wimbledon,2019,117.0
m_2019_W_121,Quarterfinals,2019-10-07,4.68,41.1,46.8,Wimbledon,2019,187.0
m_2019_W_122,Quarterfinals,2019-10-07,4.22,38.4,39.0,Wimbledon,2019,156.0
m_2019_W_123,Quarterfinals,2019-10-07,4.54,41.4,42.3,Wimbledon,2019,127.0
m_2019_W_124,Semifinals,2019-12-07,4.83,45.9,42.3,Wimbledon,2019,169.0
m_2019_W_125,Semifinals,2019-12-07,4.79,44.9,45.5,Wimbledon,2019,182.0
m_2019_W_126,The Final,2019-07-14,4.57,42.2,59.4,Wimbledon,2019,297.0
m_2018_W_0,1st Round,2018-02-07,4.02,39.3,41.8,Wimbledon,2018,209.0
m_2018_W_1,1st Round,2018-02-07,3.93,38.8,35.3,Wimbledon,2018,106.0
m_2018_W_2,1st Round,2018-02-07,3.85,36.7,38.5,Wimbledon,2018,154.0
m_2018_W_3,1st Round,2018-02-07,4.0,37.9,40.0,Wimbledon,2018,120.0
m_2018_W_4,1st Round,2018-02-07,3.63,32.4,31.8,Wimbledon,2018,127.0
m_2018_W_5,1st Round,2018-02-07,3.33,35.3,30.0,Wimbledon,2018,90.0
m_2018_W_6,1st Round,2018-02-07,4.1,40.9,41.0,Wimbledon,2018,205.0
m_2018_W_7,1st Round,2018-02-07,3.76,33.4,36.3,Wimbledon,2018,109.0
m_2018_W_8,1st Round,2018-02-07,4.47,38.9,42.0,Wimbledon,2018,210.0
m_2018_W_9,1st Round,2018-02-07,3.04,32.2,26.3,Wimbledon,2018,79.0
m_2018_W_10,1st Round,2018-02-07,4.27,39.4,47.0,Wimbledon,2018,188.0
m_2018_W_11,1st Round,2018-02-07,4.0,35.3,43.0,Wimbledon,2018,172.0
m_2018_W_12,1st Round,2018-02-07,3.72,36.4,40.0,Wimbledon,2018,160.0
m_2018_W_13,1st Round,2018-02-07,4.65,40.8,40.3,Wimbledon,2018,121.0
m_2018_W_14,1st Round,2018-02-07,4.25,41.8,39.7,Wimbledon,2018,119.0
m_2018_W_15,1st Round,2018-02-07,3.64,39.0,30.3,Wimbledon,2018,91.0
m_2018_W_16,1st Round,2018-02-07,3.91,37.3,41.7,Wimbledon,2018,125.0
m_2018_W_17,1st Round,2018-02-07,4.68,38.9,39.8,Wimbledon,2018,159.0
m_2018_W_18,1st Round,2018-02-07,3.32,34.1,27.7,Wimbledon,2018,83.0
m_2018_W_19,1st Round,2018-02-07,4.02,37.6,41.3,Wimbledon,2018,165.0
m_2018_W_20,1st Round,2018-02-07,4.15,38.8,42.5,Wimbledon,2018,170.0
m_2018_W_21,1st Round,2018-02-07,3.47,34.5,37.3,Wimbledon,2018,149.0
m_2018_W_22,1st Round,2018-02-07,4.15,37.4,47.0,Wimbledon,2018,141.0
m_2018_W_23,1st Round,2018-02-07,4.0,37.4,38.7,Wimbledon,2018,116.0
m_2018_W_24,1st Round,2018-02-07,4.14,38.2,38.7,Wimbledon,2018,116.0
m_2018_W_25,1st Round,2018-02-07,3.98,38.8,45.4,Wimbledon,2018,227.0
m_2018_W_26,1st Round,2018-02-07,4.29,38.8,45.0,Wimbledon,2018,180.0
m_2018_W_27,1st Round,2018-02-07,3.5,35.7,31.5,Wimbledon,2018,126.0
m_2018_W_28,1st Round,2018-02-07,3.88,37.1,32.3,Wimbledon,2018,97.0
m_2018_W_29,1st Round,2018-02-07,3.84,37.7,42.3,Wimbledon,2018,169.0
m_2018_W_30,1st Round,2018-02-07,3.49,35.0,35.8,Wimbledon,2018,143.0
m_2018_W_31,1st Round,2018-03-07,3.92,41.7,39.2,Wimbledon,2018,196.0
m_2018_W_32,1st Round,2018-03-07,3.63,31.6,36.3,Wimbledon,2018,109.0
m_2018_W_33,1st Round,2018-03-07,3.93,37.9,36.7,Wimbledon,2018,110.0
m_2018_W_34,1st Round,2018-03-07,,,,Wimbledon,2018,
m_2018_W_35,1st Round,2018-03-07,4.13,36.5,39.3,Wimbledon,2018,157.0
m_2018_W_36,1st Round,2018-03-07,3.3,38.7,29.7,Wimbledon,2018,89.0
m_2018_W_37,1st Round,2018-03-07,4.18,35.2,40.8,Wimbledon,2018,163.0
m_2018_W_38,1st Round,2018-03-07,4.31,37.3,36.2,Wimbledon,2018,181.0
m_2018_W_39,1st Round,2018-03-07,3.55,35.9,34.3,Wimbledon,2018,103.0
m_2018_W_40,1st Round,2018-03-07,3.42,34.2,38.5,Wimbledon,2018,154.0
m_2018_W_41,1st Round,2018-03-07,3.39,35.4,30.5,Wimbledon,2018,122.0
m_2018_W_42,1st Round,2018-03-07,3.75,36.2,30.0,Wimbledon,2018,90.0
m_2018_W_43,1st Round,2018-03-07,3.76,40.0,32.0,Wimbledon,2018,128.0
m_2018_W_44,1st Round,2018-03-07,3.89,35.3,44.8,Wimbledon,2018,179.0
m_2018_W_45,1st Round,2018-03-07,3.46,36.0,30.0,Wimbledon,2018,90.0
m_2018_W_46,1st Round,2018-03-07,3.83,34.0,40.3,Wimbledon,2018,161.0
m_2018_W_47,1st Round,2018-03-07,4.1,37.0,42.3,Wimbledon,2018,127.0
m_2018_W_48,1st Round,2018-03-07,4.11,37.6,37.0,Wimbledon,2018,111.0
m_2018_W_49,1st Round,2018-03-07,4.05,37.2,44.5,Wimbledon,2018,178.0
m_2018_W_50,1st Round,2018-03-07,4.23,41.3,36.7,Wimbledon,2018,110.0
m_2018_W_51,1st Round,2018-03-07,3.44,37.8,31.0,Wimbledon,2018,124.0
m_2018_W_52,1st Round,2018-03-07,3.68,36.4,36.8,Wimbledon,2018,147.0
m_2018_W_53,1st Round,2018-03-07,3.21,33.8,31.0,Wimbledon,2018,93.0
m_2018_W_54,1st Round,2018-03-07,3.58,36.9,32.3,Wimbledon,2018,129.0
m_2018_W_55,1st Round,2018-03-07,4.04,41.9,48.5,Wimbledon,2018,97.0
m_2018_W_56,1st Round,2018-03-07,4.17,40.4,45.0,Wimbledon,2018,225.0
m_2018_W_57,1st Round,2018-03-07,3.48,33.7,33.7,Wimbledon,2018,101.0
m_2018_W_58,1st Round,2018-03-07,4.64,42.4,48.8,Wimbledon,2018,195.0
m_2018_W_59,1st Round,2018-03-07,3.88,38.8,33.7,Wimbledon,2018,101.0
m_2018_W_60,1st Round,2018-03-07,4.42,38.1,48.7,Wimbledon,2018,146.0
m_2018_W_61,1st Round,2018-03-07,3.76,32.4,42.7,Wimbledon,2018,128.0
m_2018_W_62,1st Round,2018-03-07,3.88,37.0,31.0,Wimbledon,2018,93.0
m_2018_W_63,1st Round,2018-03-07,3.75,36.7,37.5,Wimbledon,2018,150.0
m_2018_W_64,2nd Round,2018-04-07,4.39,40.2,52.7,Wimbledon,2018,158.0
m_2018_W_65,2nd Round,2018-04-07,3.74,34.0,35.2,Wimbledon,2018,176.0
m_2018_W_66,2nd Round,2018-04-07,4.12,38.4,43.3,Wimbledon,2018,173.0
m_2018_W_67,2nd Round,2018-04-07,3.44,35.1,31.0,Wimbledon,2018,93.0
m_2018_W_68,2nd Round,2018-04-07,3.63,33.0,36.3,Wimbledon,2018,109.0
m_2018_W_69,2nd Round,2018-04-07,5.12,43.7,52.2,Wimbledon,2018,261.0
m_2018_W_70,2nd Round,2018-04-07,3.46,33.9,42.2,Wimbledon,2018,211.0
m_2018_W_71,2nd Round,2018-04-07,4.31,40.4,51.7,Wimbledon,2018,155.0
m_2018_W_72,2nd Round,2018-04-07,3.41,34.3,47.0,Wimbledon,2018,235.0
m_2018_W_73,2nd Round,2018-04-07,3.33,35.8,30.0,Wimbledon,2018,90.0
m_2018_W_74,2nd Round,2018-05-07,3.7,40.5,34.3,Wimbledon,2018,137.0
m_2018_W_75,2nd Round,2018-05-07,4.03,41.1,39.0,Wimbledon,2018,117.0
m_2018_W_76,2nd Round,2018-05-07,4.51,38.4,46.3,Wimbledon,2018,185.0
m_2018_W_77,2nd Round,2018-05-07,4.14,36.6,49.7,Wimbledon,2018,149.0
m_2018_W_78,2nd Round,2018-05-07,3.86,39.9,38.6,Wimbledon,2018,193.0
m_2018_W_79,2nd Round,2018-05-07,4.93,44.9,47.7,Wimbledon,2018,143.0
m_2018_W_80,2nd Round,2018-05-07,3.98,36.6,39.8,Wimbledon,2018,159.0
m_2018_W_81,2nd Round,2018-05-07,4.56,42.3,41.0,Wimbledon,2018,205.0
m_2018_W_82,2nd Round,2018-05-07,4.85,39.3,53.3,Wimbledon,2018,160.0
m_2018_W_83,2nd Round,2018-05-07,4.26,40.8,45.2,Wimbledon,2018,226.0
m_2018_W_84,2nd Round,2018-05-07,3.1,33.7,32.0,Wimbledon,2018,96.0
m_2018_W_85,2nd Round,2018-05-07,3.79,38.5,30.3,Wimbledon,2018,91.0
m_2018_W_86,2nd Round,2018-05-07,3.75,36.8,39.0,Wimbledon,2018,195.0
m_2018_W_87,2nd Round,2018-05-07,3.26,31.0,31.0,Wimbledon,2018,124.0
m_2018_W_88,2nd Round,2018-05-07,4.29,40.3,44.3,Wimbledon,2018,133.0
m_2018_W_89,2nd Round,2018-05-07,4.21,42.3,36.2,Wimbledon,2018,181.0
m_2018_W_90,2nd Round,2018-05-07,3.67,34.3,33.0,Wimbledon,2018,132.0
m_2018_W_91,2nd Round,2018-05-07,3.98,35.2,40.8,Wimbledon,2018,163.0
m_2018_W_92,2nd Round,2018-05-07,3.8,41.0,31.7,Wimbledon,2018,95.0
m_2018_W_93,2nd Round,2018-05-07,3.83,36.7,38.3,Wimbledon,2018,115.0
m_2018_W_94,2nd Round,2018-05-07,4.54,37.7,39.3,Wimbledon,2018,118.0
m_2018_W_95,2nd Round,2018-06-07,3.92,38.5,38.4,Wimbledon,2018,192.0
m_2018_W_96,3rd Round,2018-06-07,3.85,41.2,42.3,Wimbledon,2018,127.0
m_2018_W_97,3rd Round,2018-06-07,3.2,34.8,32.0,Wimbledon,2018,128.0
m_2018_W_98,3rd Round,2018-06-07,3.84,40.7,38.4,Wimbledon,2018,192.0
